#,Categoria,Nome_do_taxon_(com_autoria),Nome_em_Portugues,English_Name,Vasante__Julho_/2023,,,,,,,,,,,,,,,,Seca__Outubro_/2023,,,,,,,,,,,,,,,Enchente_Marco_de_2024,,,,,,,,,,,,,,Cheia_Dezembro_2024,,,,,,,,,,,,,
,,,,,FOAD,B._sonhos,estrada_(mata+comunidade),Sinha_mariana_(indo_para_corixo_Leme),Corixo_Leme,_Rio_II_________________________________________Estirao_Cumprido/Porto_Brandao,,Rio_I_______________________Poco/_Barao,,Mane_Isaque,Rio_III______________Cuiaba_Mirim,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore_cidade,Total_1ª_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,_Rio_II_____________________________________________________Porto_Brandao/_Estirao_Cumprido,Rio_III,,Mane_Isaque,Rio_I,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_2º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_3º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_4º_Coleta
1111,Especie,Procellaria_conspicillata_Gould_1844,pardela_de_oculos,Spectacled_Petrel,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1112,Genero,Calonectris_Mathews_&_Iredale_1915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1113,Especie,Calonectris_diomedea_(Scopoli_1769),cagarra_do_mediterrâneo,Scopoli's_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1114,Especie,Calonectris_borealis_(Cory_1881),cagarra_grande,Cory's_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1115,Especie,Calonectris_edwardsii_(Oustalet_1883),cagarra_de_cabo_verde,Cape_Verde_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1116,Genero,Ardenna_Reichenbach_1852,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1117,Especie,Ardenna_tenuirostris_(Temminck_1836),pardela_de_cauda_curta,Short_tailed_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1118,Especie,Ardenna_grisea_(Gmelin_1789),pardela_escura,Sooty_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1119,Especie,Ardenna_gravis_(O'Reilly_1818),pardela_de_barrete,Great_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1120,Genero,Puffinus_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1121,Especie,Puffinus_puffinus_(Brünnich_1764),pardela_sombria,Manx_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1123,Especie,Puffinus_boydi_Mathews_1912,pardela_de_cabo_verde,Boyds_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1124,Especie,Puffinus_lherminieri_Lesson_1839,pardela_de_asa_larga,Audubons_Shearwater,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1126,Genero,Pelecanoides_Lacepède_1799,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1127,Especie,Pelecanoides_magellani_(Mathews_1912),petrel_mergulhador,Magellanic_Diving_Petrel,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1128,Ordem,Ciconiiformes_Bonaparte_1854,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1129,Familia,Ciconiidae_Sundevall_1836,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1130,Genero,Ciconia_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1131,Especie,Ciconia_maguari_(Gmelin_1789),maguari,Maguari_Stork,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1132,Genero,Jabiru_Hellmayr_1906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1133,Especie,Jabiru_mycteria_(Lichtenstein_1819),tuiuiu,Jabiru,2,,,1,,1,,,,,,,1,,,5,,3,,,,,,,2,,,,,5,10,,2,,,,,,,,2,,0,1,5,,,,,,,,,,,,,,0
1134,Genero,Mycteria_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1135,Especie,Mycteria_americana_Linnaeus_1758,cabeca_seca,Wood_Stork,,,,,,3,,,4,2,,,,18,,27,1,,96,2,2,,7,,,,,,,,108,,1,1,,,,1,,,,2,,,5,,,,,,,,,,,,,,0
1136,Ordem,Suliformes_Sharpe_1891,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1137,Familia,Fregatidae_Degland_&_Gerbe_1867,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1138,Genero,Fregata_Lacepède_1799,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1139,Especie,Fregata_trinitatis_Miranda_Ribeiro_1919,fragata_pequena,Atlantic_Lesser_Frigatebird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1140,Especie,Fregata_aquila_(Linnaeus_1758),fragata_de_ascencao,Ascension_Frigatebird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1141,Especie,Fregata_magnificens_Mathews_1914,fragata,Magnificent_Frigatebird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1142,Especie,Fregata_minor_(Gmelin_1789),fragata_grande,Great_Frigatebird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1144,Familia,Sulidae_Reichenbach_1849,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1145,Genero,Morus_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1146,Especie,Morus_bassanus_(Linnaeus_1758),atoba_boreal,Northern_Gannet,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1147,Especie,Morus_capensis_(Lichtenstein_1823),atoba_do_cabo,Cape_Gannet,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1148,Especie,Morus_serrator_(Gray_1843),atoba_australiano,Australasian_Gannet,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1149,Genero,Sula_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1150,Especie,Sula_dactylatra_Lesson_1831,atoba_grande,Masked_Booby,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1152,Especie,Sula_sula_(Linnaeus_1766),atoba_de_pe_vermelho,Red_footed_Booby,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1154,Especie,Sula_leucogaster_(Boddaert_1783),atoba_pardo,Brown_Booby,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1156,Familia,Anhingidae_Reichenbach_1849,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1157,Genero,Anhinga_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1158,Especie,Anhinga_anhinga_(Linnaeus_1766),biguatinga,Anhinga,,,,7,2,4,,3,,19,2,,3,31,1,72,2,,,,1,2,6,,4,8,,,,1,24,,,,,2,2,5,3,3,4,4,2,,25,,,,,,3,1,1,2,,2,,,9
1160,Familia,Phalacrocoracidae_Reichenbach_1849,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1161,Genero,Nannopterum_Sharpe_1899,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1162,Especie,Nannopterum_brasilianum_(Gmelin_1789),bigua,Neotropic_Cormorant,1,14,,7,20,2,4,5,2,6,2,211,16,103,1,394,2,,,,,21,,,5,3,4,9,,2,46,,2,,2,,,3,1,,13,3,15,,39,,13,,,,2,5,1,7,1,13,6,,48
1164,Ordem,Pelecaniformes_Sharpe_1891,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1165,Familia,Pelecanidae_Rafinesque_1815,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1166,Genero,Pelecanus_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1167,Especie,Pelecanus_occidentalis_Linnaeus_1766,pelicano,Brown_Pelican,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1170,Familia,Ardeidae_Leach_1820,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1171,Genero,Tigrisoma_Swainson_1827,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1172,Especie,Tigrisoma_lineatum_(Boddaert_1783),soco_boi,Rufescent_Tiger_Heron,,,,,1,,,,,1,,,6,15,1,24,,,,,,2,,,,1,,5,,1,9,,,,,,,1,,1,1,3,2,,8,,,,,,,,,,1,6,,,7
1175,Especie,Tigrisoma_fasciatum_(Such_1825),soco_jararaca,Fasciated_Tiger_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1177,Genero,Agamia_Reichenbach_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1178,Especie,Agamia_agami_(Gmelin_1789),garca_da_mata,Agami_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1179,Genero,Cochlearius_Brisson_1760,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1180,Especie,Cochlearius_cochlearius_(Linnaeus_1766),arapapa,Boat_billed_Heron,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,0,,,,,,,6,,,,,,,6,,,,,,,,,,,,,,0
1182,Genero,Zebrilus_Bonaparte_1855,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1183,Especie,Zebrilus_undulatus_(Gmelin_1789),socoi_zigue_zague,Zigzag_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1184,Genero,Botaurus_Stephens_1819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1185,Especie,Botaurus_pinnatus_(Wagler_1829),soco_boi_baio,Pinnated_Bittern,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,0
1187,Genero,Ixobrychus_Billberg_1828,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1188,Especie,Ixobrychus_exilis_(Gmelin_1789),socoi_vermelho,Least_Bittern,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1190,Especie,Ixobrychus_involucris_(Vieillot_1823),socoi_amarelo,Stripe_backed_Bittern,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1191,Genero,Nycticorax_Forster_1817,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1192,Especie,Nycticorax_nycticorax_(Linnaeus_1758),soco_dorminhoco,Black_crowned_Night_Heron,,,,,,22,,,,1,,,,17,,40,,,,2,,,,,,6,,,,,8,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1195,Genero,Nyctanassa_Stejneger_1887,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1196,Especie,Nyctanassa_violacea_(Linnaeus_1758),savacu_de_coroa,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1198,Genero,Butorides_Blyth_1852,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1199,Especie,Butorides_striata_(Linnaeus_1758),socozinho,Striated_Heron,,,,,,1,,,,8,,,12,65,,86,,,,1,2,3,1,,6,7,,7,,,27,,,,,,,2,1,3,,6,3,,15,,,,1,1,1,1,,3,,10,,,17
1201,Genero,Ardeola_Boie_1822,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1202,Especie,Ardeola_ralloides_(Scopoli_1769),garca_caranguejeira,Squacco_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1204,Genero,Bubulcus_Bonaparte_1855,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1205,Especie,Bubulcus_ibis_(Linnaeus_1758),garca_vaqueira,Cattle_Egret,,,,,,,,,,2,,,,,3,5,,,,,,,,,,1,2,,,4,7,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0
1207,Genero,Ardea_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1208,Especie,Ardea_cinerea_Linnaeus_1758,garca_moura_europeia,Gray_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1210,Especie,Ardea_cocoi_Linnaeus_1766,garca_moura,Cocoi_Heron,1,,,5,6,10,1,1,,6,2,4,9,35,2,82,3,2,,3,,12,9,,3,8,7,4,,,51,1,3,,5,2,2,7,3,,18,15,2,2,60,,1,,2,1,,,2,,4,5,,8,23
1211,Especie,Ardea_purpurea_Linnaeus_1766,garca_roxa,Purple_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1213,Especie,Ardea_alba_Linnaeus_1758,garca_branca_grande,Great_Egret,1,1,,7,,12,,7,1,4,1,6,3,40,1,84,,,,1,,12,,,,1,1,,,1,16,,4,,3,,2,2,2,,5,1,1,1,21,,53,,,,3,1,2,3,1,7,,,70
1215,Genero,Syrigma_Ridgway_1878,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1216,Especie,Syrigma_sibilatrix_(Temminck_1824),maria_faceira,Whistling_Heron,,3,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,1
1218,Genero,Pilherodius_Reichenbach_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1219,Especie,Pilherodius_pileatus_(Boddaert_1783),garca_real,Capped_Heron,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0
1220,Genero,Egretta_Forster_1817,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1221,Especie,Egretta_tricolor_(Statius_Muller_1776),garca_tricolor,Tricolored_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1223,Especie,Egretta_gularis_(Bosc_1792),garca_negra,Western_Reef_Heron,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1225,Especie,Egretta_garzetta_(Linnaeus_1766),garca_pequena_europeia,Little_Egret,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1227,Especie,Egretta_thula_(Molina_1782),garca_branca_pequena,Snowy_Egret,,1,,3,2,2,,,,2,3,4,11,37,,65,,,,,,,,,,7,1,,,,8,,,,,,,,,,5,1,,,6,,3,,,,,,2,1,15,,,,21
1229,Especie,Egretta_caerulea_(Linnaeus_1758),garca_azul,Little_Blue_Heron,1,1,,,,,,,,4,,1,2,,,9,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,0
1230,Familia,Threskiornithidae_Poche_1904,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1231,Genero,Eudocimus_Wagler_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1232,Especie,Eudocimus_ruber_(Linnaeus_1758),guara,Scarlet_Ibis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1233,Genero,Plegadis_Kaup_1829,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1234,Especie,Plegadis_chihi_(Vieillot_1817),carauna,White_faced_Ibis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,0
1235,Genero,Cercibis_Wagler_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1236,Especie,Cercibis_oxycerca_(Spix_1825),trombeteiro,Sharp_tailed_Ibis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1237,Genero,Mesembrinibis_Peters_1930,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1238,Especie,Mesembrinibis_cayennensis_(Gmelin_1789),coro_coro,Green_Ibis,,6,,,,,,,,,,,,,1,7,,,,,,76,,,,1,,,,15,92,,3,,,,,,3,1,1,1,,,9,,,,,,,,,,,3,,,3
1239,Genero,Phimosus_Wagler_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1240,Especie,Phimosus_infuscatus_(Lichtenstein_1823),tapicuru,Bare_faced_Ibis,,80,,,,1,,,,,,3,,12,2,98,,,,,,15,,,,,12,,,16,43,,1,,,,,3,,,,,,,4,,,,,,,,,,,1,,,1
1244,Genero,Theristicus_Wagler_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1245,Especie,Theristicus_caerulescens_(Vieillot_1817),curicaca_real,Plumbeous_Ibis,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,1
1246,Especie,Theristicus_caudatus_(Boddaert_1783),curicaca,Buff_necked_Ibis,3,14,,,,7,,,1,,,2,,,2,29,2,2,1,,,6,,,,,4,,,2,17,,,2,,,,,,,,2,,2,6,,12,,,,,4,,,,,,,16
1249,Genero,Platalea_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1250,Especie,Platalea_leucorodia_Linnaeus_1758,colhereiro_europeu,Eurasian_Spoonbill,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1252,Especie,Platalea_ajaja_Linnaeus_1758,colhereiro,Roseate_Spoonbill,,7,,,,1,,,,2,,,2,32,,44,,,,,,34,,,,,,,,,34,,44,,,,,,,,,,,1,45,,,,,,,,,,,,,,0
1253,Ordem,Cathartiformes_Seebohm_1890,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1254,Familia,Cathartidae_Lafresnaye_1839,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1255,Genero,Sarcoramphus_Dumeril_1805,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1256,Especie,Sarcoramphus_papa_(Linnaeus_1758),urubu_rei,King_Vulture,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1257,Genero,Coragyps_Le_Maout_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1258,Especie,Coragyps_atratus_(Bechstein_1793),urubu_preto,Black_Vulture,2,1,,3,,36,6,32,12,10,2,3,16,,103,226,2,41,,,3,51,9,,4,97,,,,6,213,,4,1,,5,14,2,4,3,,31,,2,66,,,,4,2,93,6,14,5,,3,,12,139
1261,Genero,Cathartes_Illiger_1811,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1262,Especie,Cathartes_aura_(Linnaeus_1758),urubu_de_cabeca_vermelha,Turkey_Vulture,,,,,,,,,,1,,,7,,,8,1,,,,,1,,,,,,1,,5,8,,,,,,,,1,,1,,,,2,,,,,,4,,,,,1,,,5
1265,Especie,Cathartes_burrovianus_Cassin_1845,urubu_de_cabeca_amarela,Lesser_Yellow_headed_Vulture,2,,,,,2,,,,2,,,,,,6,,,,,,2,,,,1,,,,1,4,,,,,,,,,2,1,10,,1,14,,,,,1,2,,,,,,,,3
1267,Especie,Cathartes_melambrotus_Wetmore_1964,urubu_da_mata,Greater_Yellow_headed_Vulture,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1268,Ordem,Accipitriformes_Bonaparte_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1269,Familia,Pandionidae_Bonaparte_1854,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1270,Genero,Pandion_Savigny_1809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1271,Especie,Pandion_haliaetus_(Linnaeus_1758),aguia_pescadora,Osprey,,,,,,,,,1,,,,,,,1,,,,,,,,,,3,,1,,,4,,,,1,,,,,,1,,,,2,,,,,,,,,,,,,,0
1273,Familia,Accipitridae_Vigors_1824,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1274,Subfamilia,Elaninae_Blyth_1851,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1275,Genero,Gampsonyx_Vigors_1825,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1276,Especie,Gampsonyx_swainsonii_Vigors_1825,gaviaozinho,Pearl_Kite,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1279,Genero,Elanus_Savigny_1809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1280,Especie,Elanus_leucurus_(Vieillot_1818),gaviao_peneira,White_tailed_Kite,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1282,Subfamilia,Gypaetinae_Bonaparte_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1283,Genero,Chondrohierax_Lesson_1843,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
1284,Especie,Chondrohierax_uncinatus_(Temminck_1822),gaviao_caracoleiro,Hook_billed_Kite,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
