#;Categoria;Nome do táxon (com autoria);Nome em Português;English Name;Vasante  Julho /2023;;;;;;;;;;;;;;;;Seca  Outubro /2023;;;;;;;;;;;;;;;Enchente Março de 2024;;;;;;;;;;;;;;Cheia Dezembro 2024;;;;;;;;;;;;;;;;
;;;;;FOAD;B. sonhos;estrada (mata+comunidade);Sinhá mariana (indo para corixo Leme);Corixo Leme; Rio II                                         Estirão Cumprido/Porto Brandão;;Rio I                       Poço/ Barão;;Mané-Isaque;Rio III              Cuiabá-Mirim;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé cidade;Total 1ª Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme; Rio II                                                     Porto Brandão/ Estirão Cumprido;Rio III;;Mané-Isaque;Rio I;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 2º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 3º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 4º Coleta;;;
1313;Espécie;Helicolestes hamatus (Temminck, 1821);gavião-do-igapó;Slender-billed Kite;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1314;Gênero;Harpagus Vigors, 1824;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1315;Espécie;Harpagus bidentatus (Latham, 1790);gavião-ripina;Double-toothed Kite;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1317;Espécie;Harpagus diodon (Temminck, 1823);gavião-bombachinha;Rufous-thighed Kite;;;;;;;;;2;;;;;;;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1318;Gênero;Ictinia Vieillot, 1816;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1319;Espécie;Ictinia mississippiensis (Wilson, 1811);sovi-do-norte;Mississippi Kite;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1320;Espécie;Ictinia plumbea (Gmelin, 1788);sovi;Plumbeous Kite;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1321;Gênero;Circus Lacépède, 1799;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1322;Espécie;Circus cinereus Vieillot, 1816;gavião-cinza;Cinereous Harrier;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1323;Espécie;Circus buffoni (Gmelin, 1788);gavião-do-banhado;Long-winged Harrier;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;0;;;
1324;Gênero;Hieraspiza Kaup, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1325;Espécie;Hieraspiza superciliosa (Linnaeus, 1766);tauató-passarinho;Tiny Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1327;Gênero;Accipiter Brisson, 1760;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1328;Espécie;Accipiter poliogaster (Temminck, 1824);tauató-pintado;Gray-bellied Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1329;Espécie;Accipiter striatus Vieillot, 1808;tauató-miúdo;Sharp-shinned Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1331;Espécie;Accipiter bicolor (Vieillot, 1817);gavião-bombachinha-grande;Bicolored Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1335;Gênero;Milvus Lacépède, 1799;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1336;Espécie;Milvus migrans (Boddaert, 1783);milhafre-preto;Black Kite;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1338;Gênero;Geranospiza Kaup, 1847;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1339;Espécie;Geranospiza caerulescens (Vieillot, 1817);gavião-pernilongo;Crane Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1343;Gênero;Buteogallus Lesson, 1830;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1344;Espécie;Buteogallus schistaceus (Sundevall, 1850);gavião-azul;Slate-colored Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1345;Espécie;Buteogallus aequinoctialis (Gmelin, 1788);gavião-caranguejeiro;Rufous Crab Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1346;Gênero;Heterospizias Sharpe, 1874;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1347;Espécie;Heterospizias meridionalis (Latham, 1790);gavião-caboclo;Savanna Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1348;Gênero;Amadonastur Amaral, Sheldon, Gamauf, Haring, Riesing, Silveira & Wajntal, 2009;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1349;Espécie;Amadonastur lacernulatus (Temminck, 1827);gavião-pombo-pequeno;White-necked Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1350;Gênero;Urubitinga Lafresnaye, 1842;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1351;Espécie;Urubitinga urubitinga (Gmelin, 1788);gavião-preto;Great Black Hawk;;;;;;1;;;;;;;;;;1;;;;;;;2;;;;;;;;2;;;;;;1;;;1;;;;;2;;;;;;;;;;;;;;0;;;
1353;Espécie;Urubitinga solitaria (Vieillot, 1817);águia-solitária;Solitary Eagle;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1355;Espécie;Urubitinga coronata (Vieillot, 1817);águia-cinzenta;Crowned Eagle;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1356;Gênero;Rupornis Kaup, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1357;Espécie;Rupornis magnirostris (Gmelin, 1788);gavião-carijó;Roadside Hawk;;;;;1;;;;1;;;;;;;2;;;1;;;;;;;;;;;;1;;;;;2;1;1;1;2;;;;1;8;;;;;;;1;;;;;;;1;;;
1364;Gênero;Parabuteo Ridgway, 1874;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1365;Espécie;Parabuteo unicinctus (Temminck, 1824);gavião-asa-de-telha;Harris's Hawk;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;1;;;;;;1;2;;;;;;;;;;;;;;0;;;
1367;Espécie;Parabuteo leucorrhous (Quoy & Gaimard, 1824);gavião-de-sobre-branco;White-rumped Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1368;Gênero;Geranoaetus Kaup, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1369;Espécie;Geranoaetus albicaudatus (Vieillot, 1816);gavião-de-rabo-branco;White-tailed Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1372;Espécie;Geranoaetus melanoleucus (Vieillot, 1819);águia-serrana;Black-chested Buzzard-Eagle;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1374;Gênero;Pseudastur Gray, 1849;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1375;Espécie;Pseudastur albicollis (Latham, 1790);gavião-branco;White Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1377;Espécie;Pseudastur polionotus (Kaup, 1847);gavião-pombo-grande;Mantled Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1378;Gênero;Leucopternis Kaup, 1847;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1379;Espécie;Leucopternis melanops (Latham, 1790);gavião-de-cara-preta;Black-faced Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1380;Espécie;Leucopternis kuhli Bonaparte, 1850;gavião-vaqueiro;White-browed Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1381;Gênero;Buteo Lacépède, 1799;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1382;Espécie;Buteo nitidus (Latham, 1790);gavião-pedrês;Gray-lined Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1385;Espécie;Buteo platypterus (Vieillot, 1823);gavião-de-asa-larga;Broad-winged Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1387;Espécie;Buteo brachyurus Vieillot, 1816;gavião-de-cauda-curta;Short-tailed Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1389;Espécie;Buteo swainsoni Bonaparte, 1838;gavião-papa-gafanhoto;Swainson's Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1390;Espécie;Buteo albonotatus Kaup, 1847;gavião-urubu;Zone-tailed Hawk;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1391;Ordem;Strigiformes Wagler, 1830;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1392;Família;Tytonidae Mathews, 1912;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1393;Gênero;Tyto Billberg, 1828;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1394;Espécie;Tyto furcata (Temminck, 1827);suindara;American Barn Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1397;Família;Strigidae Leach, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1398;Gênero;Megascops Kaup, 1848;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1399;Espécie;Megascops choliba (Vieillot, 1817);corujinha-do-mato;Tropical Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1405;Espécie;Megascops roraimae (Salvin, 1897);corujinha-de-roraima;Foothill Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1407;Espécie;Megascops sanctaecatarinae (Salvin, 1897);corujinha-do-sul;Long-tufted Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1408;Espécie;Megascops watsonii (Cassin, 1849);corujinha-das-guianas;Guianan Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1409;Espécie;Megascops usta (Sclater, 1858);corujinha-relógio;Variable Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1410;Espécie;Megascops stangiae Dantas, Weckstein, Bates, Oliveira, Catanach & Aleixo, 2021;corujinha-do-xingu;Xingu Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1411;Espécie;Megascops ater (Hekstra, 1982);corujinha-de-belém;Belem Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1412;Espécie;Megascops alagoensis Dantas, Weckstein, Bates, Oliveira, Catanach & Aleixo, 2021;corujinha-de-alagoas;Alagoas Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1413;Espécie;Megascops atricapilla (Temminck, 1822);corujinha-sapo;Black-capped Screech-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1414;Gênero;Lophostrix Lesson, 1836;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1415;Espécie;Lophostrix cristata (Daudin, 1800);coruja-de-crista;Crested Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1417;Gênero;Pulsatrix Kaup, 1848;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1418;Espécie;Pulsatrix perspicillata (Latham, 1790);murucututu;Spectacled Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1421;Espécie;Pulsatrix koeniswaldiana (Bertoni & Bertoni, 1901);murucututu-de-barriga-amarela;Tawny-browed Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1422;Gênero;Bubo Duméril, 1805;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1423;Espécie;Bubo virginianus (Gmelin, 1788);jacurutu;Great Horned Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1426;Gênero;Strix Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1427;Espécie;Strix hylophila Temminck, 1825;coruja-listrada;Rusty-barred Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1428;Espécie;Strix virgata (Cassin, 1849);coruja-do-mato;Mottled Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1431;Espécie;Strix huhula Daudin, 1800;coruja-preta;Black-banded Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1434;Gênero;Glaucidium Boie, 1826;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1435;Espécie;Glaucidium hardyi Vielliard, 1990;caburé-da-amazônia;Amazonian Pygmy-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1436;Espécie;Glaucidium mooreorum Silva, Coelho & Gonzaga, 2002;caburé-de-pernambuco;Pernambuco Pygmy-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1437;Espécie;Glaucidium minutissimum (Wied, 1830);caburé-miudinho;Least Pygmy-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1438;Espécie;Glaucidium brasilianum (Gmelin, 1788);caburé;Ferruginous Pygmy-Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1442;Gênero;Athene Boie, 1822;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1443;Espécie;Athene cunicularia (Molina, 1782);coruja-buraqueira;Burrowing Owl;;2;2;;;;;;;;;;;;;4;;10;2;;;;;;;;;;;;12;;4;;;;;;;;;;;;4;;4;;;;;;;;;;;;4;;;
1447;Gênero;Aegolius Kaup, 1829;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1448;Espécie;Aegolius harrisii (Cassin, 1849);caburé-acanelado;Buff-fronted Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1450;Gênero;Asio Brisson, 1760;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1451;Espécie;Asio clamator (Vieillot, 1808);coruja-orelhuda;Striped Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1454;Espécie;Asio stygius (Wagler, 1832);mocho-diabo;Stygian Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1456;Espécie;Asio flammeus (Pontoppidan, 1763);mocho-dos-banhados;Short-eared Owl;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1458;Ordem;Trogoniformes A. O. U., 1886;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1459;Família;Trogonidae Lesson, 1828;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1460;Gênero;Pharomachrus de la Llave, 1832;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1461;Espécie;Pharomachrus pavoninus (Spix, 1824);quetzal-pavão;Pavonine Quetzal;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1462;Gênero;Trogon Brisson, 1760;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1463;Espécie;Trogon melanurus Swainson, 1838;surucuá-de-cauda-preta;Black-tailed Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1466;Espécie;Trogon viridis Linnaeus, 1766;surucuá-de-barriga-amarela;Green-backed Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1469;Espécie;Trogon ramonianus Deville & Des Murs, 1849;surucuá-pequeno;Amazonian Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1472;Espécie;Trogon surrucura Vieillot, 1817;surucuá-variado;Surucua Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1475;Espécie;Trogon violaceus Gmelin, 1788;surucuá-violáceo;Guianan Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1476;Espécie;Trogon curucui Linnaeus, 1766;surucuá-de-barriga-vermelha;Blue-crowned Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1480;Espécie;Trogon rufus Gmelin, 1788;surucuá-dourado-da-amazônia;Amazonian Black-throated Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1484;Espécie;Trogon muriciensis Dickens, Bitton, Bravo & Silveira, 2021;surucuá-de-murici;Alagoas Black-throated Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1485;Espécie;Trogon chrysochloros Pelzeln, 1856;surucuá-dourado;Southern Black-throated Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1486;Espécie;Trogon collaris Vieillot, 1817;surucuá-de-coleira;Collared Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1490;Espécie;Trogon personatus Gould, 1842;surucuá-mascarado;Masked Trogon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1493;Ordem;Coraciiformes Forbes, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1494;Família;Momotidae Gray, 1840;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1495;Gênero;Electron Gistel, 1848;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1496;Espécie;Electron platyrhynchum (Leadbeater, 1829);udu-de-bico-largo;Broad-billed Motmot;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1499;Gênero;Baryphthengus Cabanis & Heine, 1860;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1500;Espécie;Baryphthengus martii (Spix, 1824);juruva-ruiva;Rufous Motmot;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1502;Espécie;Baryphthengus ruficapillus (Vieillot, 1818);juruva;Rufous-capped Motmot;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1503;Gênero;Momotus Brisson, 1760;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1504;Espécie;Momotus momota (Linnaeus, 1766);udu-de-coroa-azul;Amazonian Motmot;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1513;Família;Alcedinidae Rafinesque, 1815;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1514;Gênero;Megaceryle Kaup, 1848;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1515;Espécie;Megaceryle torquata (Linnaeus, 1766);martim-pescador-grande;Ringed Kingfisher;1;;;;;3;;1;2;6;1;1;11;4;1;31;;;;;2;2;2;;;5;1;14;;;26;;;;;2;;3;;2;1;7;;1;16;;;;;;;;1;;;6;;;7;;;
1517;Gênero;Chloroceryle Kaup, 1848;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
1518;Espécie;Chloroceryle amazona (Latham, 1790);martim-pescador-verde;Amazon Kingfisher;1;;;3;;;1;;;7;;;7;5;;24;;;;;;1;;;1;1;;8;;1;12;;;;;;;;1;3;;6;;;10;;;;;;;;;1;;5;;;6;;;
1519;Espécie;Chloroceryle aenea (Pallas, 1764);martim-pescador-miúdo;American Pygmy Kingfisher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;0;;;
1521;Espécie;Chloroceryle americana (Gmelin, 1788);martim-pescador-pequeno;Green Kingfisher;;;;;;;;;;1;;;1;;;2;;;;;;;1;;;;;2;;;3;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;0;;;
1524;Espécie;Chloroceryle inda (Linnaeus, 1766);martim-pescador-da-mata;Green-and-rufous Kingfisher;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
